customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7488-['B' 'K' 'R' 'X' 'O'],Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.2,1733.74,Yes
9648-['W' 'S' 'I' 'C' 'U'],Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.69,858.4,No
6448-['N' 'S' 'G' 'P' 'P'],Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.07,1872.85,No
7907-['A' 'D' 'D' 'G' 'H'],Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.57,1160.91,No
7928-['E' 'G' 'T' 'T' 'D'],Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),67.46,1751.43,No
5517-['G' 'R' 'E' 'T' 'C'],Male,0,No,No,36,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.65,3373.56,Yes
2549-['G' 'E' 'V' 'E' 'W'],Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.62,3721.02,Yes
5481-['U' 'V' 'F' 'O' 'U'],Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.91,3259.53,Yes
7793-['W' 'Z' 'X' 'G' 'E'],Male,0,No,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.34,231.7,Yes
7356-['Z' 'R' 'M' 'U' 'U'],Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,94.31,2353.67,No
3385-['E' 'M' 'D' 'Q' 'C'],Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.49,1593.57,No
5592-['K' 'U' 'T' 'W' 'U'],Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,85.0,3744.78,No
8961-['D' 'B' 'T' 'P' 'R'],Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),87.83,2198.98,Yes
5839-['C' 'I' 'T' 'F' 'J'],Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.78,1800.74,Yes
7164-['J' 'M' 'Q' 'I' 'Q'],Male,1,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.38,3841.03,Yes
4191-['I' 'I' 'A' 'B' 'P'],Female,0,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.15,5525.1,Yes
7172-['A' 'J' 'R' 'Z' 'H'],Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.55,2387.48,Yes
9980-['K' 'W' 'B' 'H' 'V'],Male,0,Yes,No,64,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),62.41,3994.06,No
3247-['Q' 'O' 'Q' 'W' 'X'],Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.58,1271.58,No
8340-['S' 'E' 'L' 'A' 'W'],Male,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.89,4195.6,No
5940-['H' 'Y' 'W' 'K' 'A'],Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.33,3616.41,No
8788-['S' 'X' 'C' 'X' 'Q'],Male,0,No,Yes,65,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.11,4558.19,No
2668-['T' 'U' 'H' 'Z' 'N'],Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.82,494.18,No
5531-['O' 'S' 'G' 'S' 'S'],Male,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,72.85,2837.43,No
9964-['V' 'H' 'J' 'F' 'O'],Male,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,68.9,2554.26,No
7511-['Q' 'H' 'H' 'Y' 'I'],Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.15,4691.73,Yes
4009-['O' 'R' 'C' 'Q' 'D'],Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,82.47,663.53,Yes
7979-['N' 'I' 'I' 'Y' 'Z'],Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.02,5940.34,Yes
5285-['R' 'J' 'U' 'D' 'L'],Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.13,1246.97,No
6978-['H' 'B' 'V' 'M' 'U'],Male,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.27,76.49,No
7303-['P' 'B' 'K' 'J' 'O'],Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.22,2142.56,No
8569-['W' 'I' 'Y' 'H' 'N'],Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,94.89,3987.27,No
7267-['Z' 'Y' 'R' 'V' 'T'],Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,98.01,4022.44,No
3461-['T' 'U' 'L' 'S' 'N'],Male,0,Yes,Yes,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.49,4280.08,No
3160-['X' 'U' 'C' 'Z' 'W'],Male,0,No,Yes,66,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,74.11,4887.12,No
1038-['Q' 'L' 'I' 'O' 'R'],Male,0,No,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.23,2445.05,No
3196-['M' 'U' 'H' 'N' 'H'],Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,97.15,1163.53,No
7381-['G' 'W' 'L' 'K' 'V'],Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,87.29,1572.46,Yes
9853-['K' 'Y' 'V' 'M' 'R'],Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.86,445.12,No
5558-['T' 'R' 'O' 'S' 'W'],Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,94.28,752.46,Yes
5183-['L' 'M' 'V' 'K' 'E'],Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.66,1522.13,No
2724-['A' 'X' 'C' 'V' 'S'],Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.0,3420.5,No
1022-['G' 'L' 'O' 'Y' 'E'],Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,80.19,83.88,No
7279-['J' 'Z' 'P' 'H' 'A'],Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,79.93,3919.2,No
6995-['E' 'C' 'A' 'D' 'H'],Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),65.74,1975.89,No
6343-['J' 'B' 'K' 'Y' 'J'],Male,1,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,105.24,3362.88,No
2428-['N' 'G' 'B' 'I' 'P'],Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.97,307.14,Yes
6132-['I' 'T' 'D' 'V' 'J'],Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.91,3001.02,No
3649-['Z' 'V' 'L' 'Q' 'N'],Male,0,No,Yes,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,83.16,498.38,No
2037-['Y' 'B' 'U' 'Y' 'T'],Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.84,3029.1,No
3634-['P' 'S' 'W' 'F' 'X'],Female,0,Yes,Yes,47,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69.58,3269.94,No
8378-['E' 'Z' 'D' 'O' 'D'],Male,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,92.58,4262.18,No
2929-['X' 'V' 'C' 'Z' 'E'],Female,0,Yes,Yes,52,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,79.34,4123.95,Yes
8909-['U' 'V' 'H' 'G' 'U'],Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.09,486.02,Yes
6891-['Y' 'M' 'T' 'Q' 'W'],Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,100.39,505.91,Yes
3563-['N' 'C' 'X' 'E' 'P'],Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,73.16,3510.94,No
7841-['W' 'T' 'D' 'X' 'X'],Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.1,2314.1,No
1161-['R' 'S' 'S' 'Q' 'N'],Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.36,4180.01,Yes
7354-['V' 'X' 'M' 'L' 'Z'],Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),76.36,844.45,No
6093-['U' 'D' 'S' 'P' 'M'],Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),96.56,2125.07,No
6469-['W' 'Q' 'W' 'A' 'R'],Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),97.32,5160.55,Yes
1830-['T' 'Q' 'O' 'K' 'Y'],Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),64.82,4403.66,No
2019-['V' 'M' 'A' 'Q' 'F'],Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.32,1700.49,No
2283-['T' 'P' 'O' 'O' 'F'],Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.23,3022.06,Yes
3125-['K' 'G' 'I' 'Z' 'P'],Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,65.39,134.55,No
6624-['T' 'J' 'R' 'C' 'M'],Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.48,4126.83,No
7397-['V' 'M' 'F' 'Q' 'M'],Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.56,1702.28,No
3610-['U' 'S' 'J' 'C' 'N'],Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,94.67,5300.95,Yes
6017-['S' 'E' 'E' 'T' 'Q'],Female,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.36,1058.48,No
9895-['E' 'D' 'F' 'Z' 'D'],Female,0,Yes,Yes,38,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.09,2437.72,Yes
8462-['R' 'C' 'A' 'X' 'Y'],Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,75.81,5076.12,No
1685-['L' 'Y' 'T' 'X' 'Y'],Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.86,1502.91,Yes
7868-['X' 'L' 'J' 'V' 'G'],Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.53,1388.95,No
1162-['W' 'N' 'X' 'J' 'P'],Female,1,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.33, ,Yes
3014-['J' 'Y' 'M' 'F' 'L'],Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.27,1805.22,No
6347-['X' 'K' 'T' 'R' 'Z'],Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.46,1811.59,No
1874-['Y' 'U' 'D' 'R' 'A'],Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.07,4598.18,Yes
1671-['X' 'K' 'T' 'X' 'O'],Male,0,No,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.73,3764.83,No
7342-['U' 'J' 'Z' 'L' 'X'],Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,98.06,5003.16,No
7285-['Y' 'E' 'Z' 'U' 'R'],Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),73.38,4840.38,No
4670-['Z' 'E' 'X' 'Q' 'S'],Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.52,1268.5,No
9562-['Y' 'U' 'L' 'Y' 'I'],Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,82.73,2559.96,Yes
7304-['R' 'U' 'D' 'J' 'Y'],Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.63,245.03,Yes
1597-['W' 'A' 'Q' 'X' 'B'],Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,62.38,3928.14,No
7171-['Z' 'K' 'I' 'G' 'V'],Male,0,No,Yes,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.51,4657.1,No
5624-['B' 'F' 'N' 'F' 'B'],Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.61,2188.87,Yes
4648-['J' 'U' 'E' 'B' 'V'],Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),87.07,2353.31,Yes
4137-['J' 'B' 'P' 'P' 'S'],Male,1,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.06,4375.84,Yes
4750-['V' 'L' 'X' 'O' 'H'],Female,1,No,Yes,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,81.23,4062.49,No
6413-['J' 'C' 'S' 'Q' 'G'],Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.71,5286.34,No
3324-['T' 'Z' 'D' 'N' 'T'],Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.78,81.62,No
6774-['X' 'H' 'U' 'O' 'V'],Male,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.01,430.36,Yes
1781-['I' 'H' 'Z' 'Z' 'Q'],Male,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,92.59,6109.2,Yes
3113-['Y' 'X' 'C' 'H' 'L'],Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.33,4524.91,Yes
8264-['J' 'T' 'C' 'F' 'G'],Male,1,No,Yes,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.56,4321.11,No
7744-['R' 'K' 'S' 'E' 'S'],Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.0,2088.85,Yes
3551-['L' 'J' 'H' 'X' 'I'],Female,0,Yes,Yes,17,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.97,1304.98,Yes
9676-['U' 'H' 'W' 'I' 'O'],Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.4, ,No
9078-['P' 'N' 'H' 'R' 'J'],Female,0,No,Yes,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.24,2247.38,Yes
7971-['T' 'F' 'L' 'B' 'G'],Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.39,6195.76,No
5943-['C' 'M' 'C' 'R' 'K'],Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),87.55,4986.42,No
5135-['F' 'A' 'A' 'W' 'H'],Male,0,No,No,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.15,4361.55,Yes
1612-['P' 'K' 'E' 'D' 'F'],Male,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,66.25, ,No
7509-['V' 'S' 'I' 'L' 'K'],Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.98,54.08,No
8183-['A' 'M' 'W' 'U' 'U'],Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.08,1855.52,Yes
1669-['M' 'B' 'D' 'F' 'Z'],Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,98.06,3529.02,No
9438-['E' 'Y' 'C' 'A' 'D'],Female,1,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.03,2376.57,Yes
4864-['T' 'B' 'Z' 'E' 'C'],Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.82,893.37,No
1264-['T' 'F' 'R' 'F' 'S'],Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.21,1693.4,No
8544-['K' 'B' 'O' 'L' 'L'],Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.45,85.71,No
3504-['U' 'X' 'B' 'V' 'C'],Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,89.45,1166.8,Yes
1587-['Z' 'P' 'U' 'X' 'Z'],Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.91,600.57,Yes
9381-['A' 'U' 'C' 'T' 'B'],Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,90.89,1905.71,Yes
7450-['O' 'R' 'Z' 'K' 'Y'],Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.03,3528.93,Yes
3326-['P' 'V' 'Q' 'E' 'L'],Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.82,67.73,No
2674-['O' 'C' 'A' 'T' 'P'],Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),92.66,2036.41,Yes
7049-['B' 'C' 'H' 'X' 'O'],Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.9,1998.92,No
2958-['F' 'I' 'T' 'A' 'H'],Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.97,1562.98,Yes
4830-['W' 'C' 'D' 'Z' 'Y'],Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.04,1301.82,No
6925-['O' 'U' 'C' 'Y' 'U'],Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,87.41,2182.21,No
1948-['N' 'T' 'N' 'D' 'L'],Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.71,1108.56,No
8568-['G' 'I' 'C' 'M' 'O'],Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.5,3537.6,No
2138-['A' 'F' 'W' 'B' 'X'],Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.78,653.24,No
7701-['F' 'N' 'D' 'U' 'H'],Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.06,2384.34,No
6661-['N' 'T' 'Q' 'Y' 'H'],Male,0,Yes,No,59,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),65.39,3858.73,Yes
7999-['N' 'Z' 'F' 'W' 'V'],Female,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.69,5588.79,No
2967-['Y' 'S' 'N' 'S' 'C'],Female,0,No,No,64,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.29,3861.0,No
6394-['I' 'T' 'M' 'G' 'N'],Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),96.13,5772.46,Yes
8230-['I' 'W' 'Y' 'S' 'O'],Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.4,1030.49,Yes
8155-['N' 'X' 'F' 'U' 'D'],Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.13,3737.29,Yes
1285-['I' 'A' 'X' 'T' 'Y'],Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.46,1418.21,No
2762-['I' 'N' 'I' 'D' 'D'],Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),87.71,1843.6,Yes
1987-['H' 'B' 'I' 'N' 'V'],Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.0,5487.38,No
4198-['W' 'P' 'Q' 'P' 'L'],Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),97.67,1270.44,No
6154-['K' 'N' 'R' 'U' 'U'],Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),77.04,3315.18,No
2348-['P' 'T' 'E' 'C' 'L'],Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.81,1469.88,No
8156-['I' 'I' 'D' 'C' 'Q'],Female,0,Yes,No,11,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,62.58,692.58,No
5577-['X' 'A' 'H' 'M' 'W'],Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.87,1666.25,Yes
2447-['L' 'V' 'L' 'N' 'O'],Female,1,No,Yes,50,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.62,3378.93,No
1526-['I' 'S' 'Z' 'T' 'V'],Male,0,No,Yes,38,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.65,2686.1,No
8986-['F' 'T' 'Y' 'S' 'D'],Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,103.6,3314.36,Yes
2846-['G' 'D' 'V' 'L' 'M'],Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.12,2404.79,Yes
9770-['V' 'L' 'B' 'X' 'B'],Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,85.04,2380.32,No
3394-['W' 'I' 'A' 'H' 'W'],Female,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.6,5273.33,No
